Sample in Buffer,Sample in Window,TRIGGER,wiener_normal_out_reg[32:0],pzc_out_reg[28:0],event_bt_reg[12:0],adc_out_reg[11:0],occupancy_reg[6:0],pedestal_in_reg[12:0],wiener_pzc_out_reg[32:0],pedestal_out_reg[12:0],bt_mask_out_reg
Radix - UNSIGNED,UNSIGNED,UNSIGNED,SIGNED,SIGNED,UNSIGNED,UNSIGNED,UNSIGNED,SIGNED,SIGNED,UNSIGNED,HEX
16731,16731,0,0,18733,0,355,121,500,74793768,479,0
16732,16732,0,0,-501,0,313,121,500,35285213,479,0
16733,16733,0,0,-667,0,313,121,500,45036158,479,0
16734,16734,0,0,3262,0,322,121,500,32633152,479,0
16735,16735,0,0,1740,0,319,121,500,4201353,479,0
16736,16736,0,0,7040,0,331,121,500,252918,479,0
16737,16737,0,0,-1298,0,313,121,500,-29511,479,0
16738,16738,0,0,3541,0,324,121,500,1441587,479,0
16739,16739,0,0,-3894,0,308,121,500,8137,479,0
16740,16740,0,0,-880,0,315,121,500,3325948,479,0
16741,16741,0,0,-2864,0,311,121,500,-1469211,479,0
16742,16742,0,0,1063,0,320,121,500,2230968,479,0
16743,16743,0,0,2269,0,323,121,500,-2099986,479,0
16744,16744,0,0,-2437,0,313,121,500,248153,479,0
16745,16745,0,0,-328,0,318,121,500,-1479765,479,0
16746,16746,0,0,-34,0,319,121,500,547395,479,0
16747,16747,0,0,-1559,0,316,121,500,1110399,479,0
16748,16748,0,0,-5817,0,307,121,500,-1315501,479,0
16749,16749,0,0,2201,0,325,121,500,50813,479,0
16750,16750,0,0,-2048,0,316,121,500,101212,479,0
16751,16751,0,0,2339,0,326,121,500,-304523,479,0
16752,16752,0,0,-2364,0,316,121,500,-2774455,479,0
16753,16753,0,0,2023,0,326,121,500,1645831,479,0
16754,16754,0,0,-1770,0,318,121,500,-1458380,479,0
16755,16755,0,0,1709,0,326,121,500,1504493,479,0
16756,16756,0,0,1556,0,326,121,500,-1511521,479,0
16757,16757,0,0,493,0,324,121,500,1371393,479,0
16758,16758,0,0,4433,0,333,121,500,-1197411,479,0
16759,16759,0,0,647,0,325,121,500,930221,479,0
16760,16760,0,0,-3147,0,317,121,500,517383,479,0
16761,16761,0,0,-4219,0,315,121,500,-242504,479,0
16762,16762,0,0,1077,0,327,121,500,2001329,479,0
16763,16763,0,0,925,954,327,121,500,196162,479,1
16764,16764,0,0,-1047,196,323,121,500,-1102810,479,1
16765,16765,0,0,66137,1,471,121,500,-1809836,479,1
16766,16766,0,0,444234,48,1302,121,500,1389246,479,1
16767,16767,0,0,154312,217,663,121,500,4773844,479,1
16768,16768,0,0,3891,244,332,121,500,-4232760,479,1
16769,16769,0,0,32864,153,396,121,500,-3595321,479,1
16770,16770,0,0,126056,335,601,121,500,192993045,479,1
16771,16771,0,0,143013,96,638,121,500,37414086,479,1
16772,16772,0,0,103587,250,551,121,500,-2375242,479,1
16773,16773,0,0,166904,78,690,121,500,9869532,479,1
16774,16774,0,0,85670,285,511,121,500,47384746,479,1
16775,16775,0,0,126652,4,601,121,500,50376545,479,1
16776,16776,0,0,79454,360,497,121,500,27781512,479,1
16777,16777,0,0,131342,64,611,121,500,67519923,479,1
16778,16778,0,0,47299,189,426,121,500,19944249,479,1
16779,16779,0,0,165546,55,686,121,500,50700344,479,1
16780,16780,0,0,70203,55,476,121,500,20018976,479,1
16781,16781,0,0,92040,0,524,121,500,55301469,479,1
16782,16782,0,0,37485,100,404,121,500,794022,479,1
16783,16783,0,0,31495,186,391,121,500,72250769,479,1
16784,16784,0,0,8657,128,341,121,500,13170933,479,1
16785,16785,0,0,63574,166,462,121,500,38522315,479,1
16786,16786,0,0,103142,257,549,121,500,9614754,479,1
16787,16787,0,0,85922,169,511,121,500,14169357,479,1
16788,16788,0,0,105519,274,554,121,500,-1906123,479,1
16789,16789,0,0,136079,47,621,121,500,23020931,479,1
16790,16790,0,0,118931,28,583,121,500,38194007,479,1
16791,16791,0,0,139965,185,629,121,500,26172327,479,1
16792,16792,0,0,46840,49,424,121,500,35648389,479,1
16793,16793,0,0,31315,10,390,121,500,48475869,479,1
16794,16794,0,0,96291,193,533,121,500,36353352,479,1
16795,16795,0,0,38560,273,406,121,500,56507711,479,1
16796,16796,0,0,22107,88,370,121,500,10812298,479,1
16797,16797,0,0,108903,303,561,121,500,6648346,479,1
16798,16798,0,0,143565,104,637,121,500,42068954,479,1
16799,16799,0,0,74108,0,484,121,500,10405856,479,0
16800,16800,0,0,142818,0,635,121,500,1514994,479,0
16801,16801,0,0,72904,0,481,121,500,40692245,479,0
16802,16802,0,0,7841,0,338,121,500,54067121,479,0
16803,16803,0,0,1785,0,325,121,500,14081159,479,0
16804,16804,0,0,1176,0,324,121,500,58882873,479,0
16805,16805,0,0,3296,0,329,121,500,23370953,479,0
16806,16806,0,0,-1859,31,318,121,500,623649,479,1
16807,16807,0,0,-5205,187,311,121,500,1737062,479,1
16808,16808,0,0,5547,15,335,121,500,271823,479,1
16809,16809,0,0,29973,113,389,121,500,1704554,479,1
16810,16810,0,0,93128,428,528,121,500,-426649,479,1
16811,16811,0,0,29022,6,387,121,500,-1738421,479,1
16812,16812,0,0,78525,144,496,121,500,956504,479,1
16813,16813,0,0,203212,367,770,121,500,7038583,479,1
16814,16814,0,0,41523,362,414,121,500,41431957,479,1
16815,16815,0,0,88323,9,517,121,500,648554,479,1
16816,16816,0,0,210756,120,786,121,500,21696384,479,1
16817,16817,0,0,190133,62,740,121,500,89064087,479,1
16818,16818,0,0,38879,268,407,121,500,-1064442,479,1
16819,16819,0,0,56552,166,446,121,500,26707066,479,1
16820,16820,0,0,59249,374,452,121,500,78802608,479,1
16821,16821,0,0,142032,286,634,121,500,71550504,479,1
16822,16822,0,0,116252,483,577,121,500,3877308,479,1
16823,16823,0,0,200070,47,761,121,500,24316962,479,1
16824,16824,0,0,200807,0,762,121,500,14894943,479,1
16825,16825,0,0,244315,343,857,121,500,56352612,479,1
16826,16826,0,0,54048,494,438,121,500,30889043,479,1
16827,16827,0,0,22612,153,369,121,500,72778971,479,1
16828,16828,0,0,198587,0,756,121,500,61575529,479,1
16829,16829,0,0,259379,223,889,121,500,100853596,479,1
16830,16830,0,0,102814,3,544,121,500,10033665,479,1
16831,16831,0,0,14154,328,349,121,500,-2971028,479,1
16832,16832,0,0,100019,110,538,121,500,73079309,479,1
16833,16833,0,0,44568,0,416,121,500,99265124,479,1
16834,16834,0,0,153250,104,655,121,500,30322257,479,1
16835,16835,0,0,72891,131,478,121,500,-2536292,479,1
16836,16836,0,0,21930,548,366,121,500,45764522,479,1
16837,16837,0,0,56852,143,443,121,500,961690,479,1
16838,16838,0,0,110051,279,560,121,500,65918220,479,1
16839,16839,0,0,267562,109,906,121,500,21763938,479,1
16840,16840,0,0,121479,54,584,121,500,5835256,479,1
16841,16841,0,0,137509,321,619,121,500,19259122,479,1
16842,16842,0,0,69399,0,469,121,500,28016984,479,0
16843,16843,0,0,53919,0,435,121,500,109764747,479,0
16844,16844,0,0,150790,0,648,121,500,26777866,479,0
16845,16845,0,0,26289,0,374,121,500,56911377,479,0
16846,16846,0,0,-5211,0,305,121,500,19866658,479,0
16847,16847,0,0,3260,0,324,121,500,10787479,479,0
16848,16848,0,0,-535,0,316,121,500,66389372,479,0
16849,16849,0,0,-2063,256,313,121,500,1139502,479,1
16850,16850,0,0,-3594,320,310,121,500,-1540868,479,1
16851,16851,0,0,25812,175,375,121,500,2604358,479,1
16852,16852,0,0,144008,9,635,121,500,-232706,479,1
16853,16853,0,0,176469,68,706,121,500,867134,479,1
16854,16854,0,0,99346,0,536,121,500,-1812901,479,1
16855,16855,0,0,20233,207,362,121,500,2113351,479,1
16856,16856,0,0,28761,203,381,121,500,52218577,479,1
16857,16857,0,0,21838,237,366,121,500,64294570,479,1
16858,16858,0,0,115000,63,571,121,500,33845827,479,1
16859,16859,0,0,123282,559,589,121,500,3983354,479,1
16860,16860,0,0,126122,128,595,121,500,13685252,479,1
16861,16861,0,0,87563,63,510,121,500,519345,479,1
16862,16862,0,0,263679,373,897,121,500,44429787,479,1
16863,16863,0,0,108942,84,556,121,500,41721094,479,1
16864,16864,0,0,64884,292,459,121,500,45996519,479,1
16865,16865,0,0,176339,329,704,121,500,13312055,479,1
16866,16866,0,0,88294,119,510,121,500,113511206,479,1
16867,16867,0,0,168405,63,686,121,500,26733167,479,1
16868,16868,0,0,184992,176,722,121,500,15203890,479,1
16869,16869,0,0,81950,58,495,121,500,75385022,479,1
16870,16870,0,0,46476,114,417,121,500,15694039,479,1
16871,16871,0,0,88274,102,509,121,500,62136875,479,1
16872,16872,0,0,47354,75,419,121,500,69642830,479,1
16873,16873,0,0,64129,421,456,121,500,23610239,479,1
16874,16874,0,0,61831,88,451,121,500,12904384,479,1
16875,16875,0,0,71358,291,472,121,500,36607134,479,1
16876,16876,0,0,207851,93,772,121,500,11570569,479,1
16877,16877,0,0,94849,106,523,121,500,25548865,479,1
16878,16878,0,0,143578,111,630,121,500,20193150,479,1
16879,16879,0,0,70474,1398,469,121,500,14996744,479,1
16880,16880,0,0,59089,52,444,121,500,87018368,479,1
16881,16881,0,0,166889,381,681,121,500,17972702,479,1
16882,16882,0,0,650301,24,1743,121,500,60780975,479,1
16883,16883,0,0,156070,270,654,121,500,25073474,479,1
16884,16884,0,0,158520,26,659,121,500,13626185,479,1
16885,16885,0,0,64970,0,453,121,500,25856055,479,0
16886,16886,0,0,131829,0,600,121,500,283569437,479,0
16887,16887,0,0,42770,0,404,121,500,10684951,479,0
16888,16888,0,0,-4170,0,301,121,500,71968453,479,0
16889,16889,0,0,5662,0,323,121,500,10296479,479,0
16890,16890,0,0,-409,0,310,121,500,57223276,479,0
16891,16891,0,0,1242,0,314,121,500,10755336,479,0
16892,16892,0,0,-1653,0,308,121,500,-3057611,479,0
16893,16893,0,0,-914,0,310,121,500,4041899,479,0
16894,16894,0,0,5742,0,325,121,500,-883966,479,0
16895,16895,0,0,-782,0,311,121,500,942115,479,0
16896,16896,0,0,1325,0,316,121,500,-835355,479,0
16897,16897,0,0,-2478,0,308,121,500,-702880,479,0
16898,16898,0,0,-2649,0,308,121,500,2799291,479,0
16899,16899,0,0,-5095,0,303,121,500,-1016667,479,0
16900,16900,0,0,2464,0,320,121,500,972180,479,0
16901,16901,0,0,-5885,0,302,121,500,-1072597,479,0
16902,16902,0,0,1218,0,318,121,500,-668388,479,0
16903,16903,0,0,-763,0,314,121,500,-2426686,479,0
16904,16904,0,0,-2293,0,311,121,500,2002464,479,0
16905,16905,0,0,7094,0,332,121,500,-3237731,479,0
16906,16906,0,0,-788,0,315,121,500,1271331,479,0
16907,16907,0,0,413,0,318,121,500,-428498,479,0
16908,16908,0,0,-1113,0,315,121,500,-1549546,479,0
16909,16909,0,0,-2187,0,313,121,500,3593327,479,0
16910,16910,0,0,1742,0,322,121,500,-1090832,479,0
16911,16911,0,0,4770,0,329,121,500,532039,479,0
16912,16912,0,0,-840,0,317,121,500,-360731,479,0
16913,16913,0,0,1273,0,322,121,500,-1077439,479,0
16914,16914,0,0,-704,0,318,121,500,624091,479,0
16915,16915,0,0,-1775,0,316,121,500,2120187,479,0
16916,16916,0,0,-7398,0,305,121,500,-886631,480,0
16917,16917,0,0,-1324,0,319,121,500,766988,480,0
16918,16918,0,0,-3305,0,315,121,500,-335509,480,0
16919,16919,0,0,-2105,0,318,121,500,-200135,480,0
16920,16920,0,0,-5907,0,310,121,500,-3286648,480,0
16921,16921,0,0,-1527,0,320,121,500,169852,480,0
16922,16922,0,0,4683,0,334,121,500,-1471835,480,0
16923,16923,0,0,-1378,0,321,121,500,-230509,480,0
16924,16924,0,0,4391,0,331,121,500,-2588050,480,0
16925,16925,0,0,1057,0,324,121,500,-590258,480,0
16926,16926,0,0,6361,0,336,121,500,2334635,480,0
16927,16927,0,0,4397,0,332,121,500,-1374310,480,0
16928,16928,0,0,2429,0,328,121,500,2268018,480,0
16929,16929,0,0,-3638,0,315,121,500,-386531,480,0
16930,16930,0,0,2567,0,329,121,500,2641462,480,0
16931,16931,0,0,2416,639,329,121,500,1395222,480,1
16932,16932,0,0,1355,432,327,121,500,1231069,480,1
16933,16933,0,0,40332,188,413,121,500,-2021418,480,1
16934,16934,0,0,324640,367,1038,121,500,1797949,480,1
16935,16935,0,0,260588,61,896,121,500,3980103,480,1
16936,16936,0,0,142249,862,635,121,500,-86813,480,1
16937,16937,0,0,183809,678,726,121,500,-5167664,480,1
16938,16938,0,0,129455,335,606,121,500,131693611,480,1
16939,16939,0,0,443986,167,1297,121,500,86584187,480,1
16940,16940,0,0,407038,886,1214,121,500,42401127,480,1
16941,16941,0,0,213487,115,787,121,500,74729011,480,1
16942,16942,0,0,162834,224,675,121,500,15885799,480,1
16943,16943,0,0,422834,223,1246,121,500,173016179,480,1
16944,16944,0,0,144685,156,633,121,500,145093548,480,1
16945,16945,0,0,119813,9,578,121,500,64982212,480,1
16946,16946,0,0,132651,115,606,121,500,35979552,480,1
16947,16947,0,0,89552,164,511,121,500,181226188,480,1
16948,16948,0,0,22243,169,363,121,500,27392441,480,1
16949,16949,0,0,61256,0,449,121,500,43816635,480,1
16950,16950,0,0,101720,323,538,121,500,49438363,480,1
16951,16951,0,0,91768,575,516,121,500,33055364,480,1
16952,16952,0,0,38114,97,398,121,500,1971139,480,1
16953,16953,0,0,183177,1,717,121,500,21527402,480,1
16954,16954,0,0,290339,27,952,121,500,38040951,480,1
16955,16955,0,0,85606,473,501,121,500,36051384,480,1
16956,16956,0,0,9187,17,333,121,500,-1101375,480,1
16957,16957,0,0,54540,28,433,121,500,62813847,480,1
16958,16958,0,0,218748,34,794,121,500,116526612,480,1
16959,16959,0,0,53442,53,430,121,500,21282868,480,1
16960,16960,0,0,7892,18,330,121,500,-103921,480,1
16961,16961,0,0,28672,61,376,121,500,9828644,480,1
16962,16962,0,0,32663,26,385,121,500,95272215,480,1
16963,16963,0,0,18008,505,353,121,500,7476762,480,1
16964,16964,0,0,29256,38,378,121,500,2090992,480,1
16965,16965,0,0,59184,282,444,121,500,11853165,480,1
16966,16966,0,0,236598,69,834,121,500,12367194,480,1
16967,16967,0,0,75882,0,480,121,500,6440986,480,0
16968,16968,0,0,132757,0,605,121,500,9153189,480,0
16969,16969,0,0,52802,0,429,121,500,8587712,480,0
16970,16970,0,0,8616,0,332,121,500,102263858,480,0
16971,16971,0,0,6193,0,327,121,500,6580229,480,0
16972,16972,0,0,5585,0,326,121,500,57733292,480,0
16973,16973,0,0,3156,0,321,121,500,14731518,480,0
16974,16974,0,0,-3373,29,307,121,500,2138736,480,1
16975,16975,0,0,4644,345,325,121,500,2934007,480,1
16976,16976,0,0,9494,766,336,121,500,2109976,480,1
16977,16977,0,0,32100,50,386,121,500,1519480,480,1
16978,16978,0,0,218556,46,796,121,500,-1787639,480,1
16979,16979,0,0,387222,21,1166,121,500,3999456,480,1
16980,16980,0,0,80783,15,491,121,500,5359513,480,1
16981,16981,0,0,18914,234,355,121,500,-1952366,480,1
16982,16982,0,0,14694,478,346,121,500,70651908,480,1
16983,16983,0,0,33215,249,387,121,500,159250795,480,1
16984,16984,0,0,142777,269,628,121,500,8854782,480,1
16985,16985,0,0,253035,766,870,121,500,11190948,480,1
16986,16986,0,0,162880,164,671,121,500,7102726,480,1
16987,16987,0,0,188096,100,726,121,500,5264665,480,1
16988,16988,0,0,380807,24,1149,121,500,47048965,480,1
16989,16989,0,0,142601,249,624,121,500,99364263,480,1
16990,16990,0,0,54475,7,430,121,500,45294407,480,1
16991,16991,0,0,43505,0,406,121,500,51430626,480,1
16992,16992,0,0,118961,764,572,121,500,157242073,480,1
16993,16993,0,0,31238,9,379,121,500,36055765,480,1
16994,16994,0,0,47517,330,415,121,500,19191510,480,1
16995,16995,0,0,350482,47,1081,121,500,10293594,480,1
16996,16996,0,0,87638,79,502,121,500,54936027,480,1
16997,16997,0,0,144080,239,626,121,500,2699318,480,1
16998,16998,0,0,48676,61,416,121,500,-3674585,480,1
16999,16999,0,0,57712,354,436,121,500,156323838,480,1
17000,17000,0,0,120003,48,573,121,500,1686651,480,1
17001,17001,0,0,73231,75,470,121,500,66172764,480,1
17002,17002,0,0,171046,49,685,121,500,8870280,480,1
17003,17003,0,0,51586,59,422,121,500,18713415,480,1
17004,17004,0,0,46978,145,412,121,500,47768349,480,1
17005,17005,0,0,36900,12,390,121,500,12675758,480,1
17006,17006,0,0,44090,77,406,121,500,73831713,480,1
17007,17007,0,0,65401,7,453,121,500,8155759,480,1
17008,17008,0,0,22604,188,359,121,500,19504144,480,1
17009,17009,0,0,40683,405,399,121,500,11379900,480,1
17010,17010,0,0,22402,0,359,121,500,14045905,480,0
17011,17011,0,0,121471,0,577,121,500,26495338,480,0
17012,17012,0,0,198008,0,745,121,500,4104633,480,0
17013,17013,0,0,30833,0,377,121,500,19054343,480,0
17014,17014,0,0,-6125,0,296,121,500,-1648177,480,0
17015,17015,0,0,-849,0,308,121,500,40882509,480,0
17016,17016,0,0,9899,0,332,121,500,81480235,480,0
17017,17017,0,0,196,0,311,121,500,962852,480,0
17018,17018,0,0,-6343,0,297,121,500,-931673,480,0
17019,17019,0,0,5304,0,323,121,500,-11968,480,0
17020,17020,0,0,-3043,0,305,121,500,4661821,480,0
17021,17021,0,0,-5948,0,299,121,500,-307270,480,0
17022,17022,0,0,-2034,0,308,121,500,-3274257,480,0
17023,17023,0,0,-2661,0,307,121,500,3284159,480,0
17024,17024,0,0,-1014,0,311,121,500,-1601133,480,0
17025,17025,0,0,-728,0,312,121,500,-2285116,480,0
17026,17026,0,0,924,0,316,121,500,-319638,480,0
17027,17027,0,0,-1060,0,312,121,500,-1133848,480,0
17028,17028,0,0,7417,0,331,121,500,-251660,480,0
17029,17029,0,0,-1377,0,312,121,500,-317897,480,0
17030,17030,0,0,4825,0,326,121,500,547232,480,0
17031,17031,0,0,3306,0,323,121,500,-1136341,480,0
17032,17032,0,0,-491,0,315,121,500,3769913,480,0
17033,17033,0,0,3439,0,324,121,500,-1701025,480,0
17034,17034,0,0,-5362,0,305,121,500,2349279,480,0
17035,17035,0,0,378,0,318,121,500,1105592,480,0
17036,17036,0,0,2491,0,323,121,500,-673976,480,0
17037,17037,0,0,4609,0,328,121,500,2196858,480,0
17038,17038,0,0,4912,0,329,121,500,-2832407,480,0
17039,17039,0,0,-2519,0,313,121,500,571732,480,0
17040,17040,0,0,-411,0,318,121,500,635599,480,0
17041,17041,0,0,3522,21,327,121,500,1586976,480,1
17042,17042,0,0,7009,49,335,121,500,2223428,480,1
17043,17043,0,0,5954,164,333,121,500,-1407872,480,1
17044,17044,0,0,14452,119,352,121,500,-83902,480,1
17045,17045,0,0,41624,25,412,121,500,1237646,480,1
17046,17046,0,0,94336,368,528,121,500,2955795,480,1
17047,17047,0,0,65264,55,464,121,500,2102080,480,1
17048,17048,0,0,48868,448,428,121,500,3863755,480,1
17049,17049,0,0,173031,90,701,121,500,11659982,480,1
17050,17050,0,0,87257,59,512,121,500,38042450,480,1
17051,17051,0,0,208774,471,779,121,500,20791590,480,1
17052,17052,0,0,75758,147,486,121,500,8138747,480,1
17053,17053,0,0,74399,35,483,121,500,73179395,480,1
17054,17054,0,0,235017,106,836,121,500,11853960,480,1
17055,17055,0,0,105698,354,551,121,500,91799775,480,1
17056,17056,0,0,32514,101,390,121,500,15141098,480,1
17057,17057,0,0,82929,184,501,121,500,15310537,480,1
17058,17058,0,0,178955,294,712,121,500,99221326,480,1
17059,17059,0,0,85457,53,506,121,500,30821511,480,1
17060,17060,0,0,114148,49,569,121,500,6030178,480,1
17061,17061,0,0,143357,132,633,121,500,25947231,480,1
17062,17062,0,0,50690,190,429,121,500,73123065,480,1
17063,17063,0,0,35624,394,396,121,500,18513063,480,1
17064,17064,0,0,71485,217,475,121,500,39903852,480,1
17065,17065,0,0,131085,243,606,121,500,56810341,480,1
17066,17066,0,0,216296,51,793,121,500,12820316,480,1
17067,17067,0,0,140169,25,625,121,500,12339292,480,1
17068,17068,0,0,123024,10,587,121,500,23032071,480,1
17069,17069,0,0,34861,159,393,121,500,40948788,480,1
17070,17070,0,0,16119,37,352,121,500,82170408,480,1
17071,17071,0,0,20541,185,362,121,500,41295899,480,1
17072,17072,0,0,78663,133,490,121,500,48685041,480,1
17073,17073,0,0,49553,192,426,121,500,8681166,480,1
17074,17074,0,0,96819,448,530,121,500,6344703,480,1
17075,17075,0,0,93684,122,523,121,500,3905816,480,1
17076,17076,0,0,129672,74,602,121,500,32912626,480,1
17077,17077,0,0,230349,0,823,121,500,10843566,480,0
17078,17078,0,0,94647,0,524,121,500,38342351,480,0
17079,17079,0,0,35996,0,395,121,500,27921883,480,0
17080,17080,0,0,6336,0,330,121,500,37796930,480,0
17081,17081,0,0,2091,0,321,121,500,92774613,480,0
17082,17082,0,0,-4438,0,307,121,500,25212346,480,0
17083,17083,0,0,-61,0,317,121,500,13675565,480,0
17084,17084,0,0,-2954,310,311,121,500,1918690,480,1
17085,17085,0,0,-4943,259,307,121,500,1595208,480,1
17086,17086,0,0,27644,86,379,121,500,-2182321,480,1
17087,17087,0,0,158583,144,667,121,500,910653,480,1
17088,17088,0,0,144210,68,635,121,500,479303,480,1
17089,17089,0,0,71110,65,474,121,500,-2832117,480,1
17090,17090,0,0,73834,438,480,121,500,1643455,480,1
17091,17091,0,0,48354,127,424,121,500,62023019,480,1
17092,17092,0,0,72868,34,478,121,500,50219064,480,1
17093,17093,0,0,213006,709,786,121,500,19847283,480,1
17094,17094,0,0,87277,91,509,121,500,30508780,480,1
17095,17095,0,0,67741,304,466,121,500,13321800,480,1
17096,17096,0,0,326622,338,1035,121,500,15929106,480,1
17097,17097,0,0,121972,179,584,121,500,92181675,480,1
17098,17098,0,0,163481,0,675,121,500,20594927,480,1
17099,17099,0,0,186426,4,725,121,500,5334222,480,1
17100,17100,0,0,104771,167,545,121,500,143228945,480,1
17101,17101,0,0,10651,394,338,121,500,19415990,480,1
17102,17102,0,0,14604,178,347,121,500,59891564,480,1
17103,17103,0,0,107291,212,551,121,500,68981045,480,1
17104,17104,0,0,206552,221,769,121,500,37620362,480,1
17105,17105,0,0,127671,166,595,121,500,1237870,480,1
17106,17106,0,0,122326,559,583,121,500,1216764,480,1
17107,17107,0,0,126979,177,593,121,500,34750615,480,1
17108,17108,0,0,136192,146,613,121,500,80198295,480,1
17109,17109,0,0,284200,162,938,121,500,36918441,480,1
17110,17110,0,0,134963,292,609,121,500,44564173,480,1
17111,17111,0,0,87317,203,504,121,500,43194905,480,1
17112,17112,0,0,104631,159,542,121,500,34869682,480,1
17113,17113,0,0,162023,375,668,121,500,116303038,480,1
17114,17114,0,0,132181,6,602,121,500,37385865,480,1
17115,17115,0,0,115013,253,564,121,500,29374001,480,1
17116,17116,0,0,184712,10,717,121,500,33540294,480,1
17117,17117,0,0,43444,254,406,121,500,61213748,480,1
17118,17118,0,0,107525,242,547,121,500,42474742,480,1
17119,17119,0,0,42982,544,405,121,500,33358127,480,1
17120,17120,0,0,134817,0,607,121,500,77700277,480,0
17121,17121,0,0,167704,0,679,121,500,206218,480,0
17122,17122,0,0,258448,0,878,121,500,49760504,480,0
17123,17123,0,0,42266,0,402,121,500,4059467,480,0
17124,17124,0,0,-10592,0,286,121,500,49853925,480,0
17125,17125,0,0,1954,0,314,121,500,48362708,480,0
17126,17126,0,0,878,0,312,121,500,107863125,480,0
17127,17127,0,0,-2475,283,305,121,500,2510296,480,1
17128,17128,0,0,-4925,671,300,121,500,-2890296,480,1
17129,17129,0,0,29020,386,375,121,500,2690614,480,1
17130,17130,0,0,181795,29,711,121,500,490237,480,1
17131,17131,0,0,351741,378,1084,121,500,1003309,480,1
17132,17132,0,0,231315,73,818,121,500,-876576,480,1
17133,17133,0,0,64213,79,450,121,500,2073450,480,1
17134,17134,0,0,182938,52,711,121,500,56416426,480,1
17135,17135,0,0,73969,137,471,121,500,135313819,480,1
17136,17136,0,0,47570,0,413,121,500,79241732,480,1
17137,17137,0,0,45228,289,408,121,500,4657513,480,1
17138,17138,0,0,57896,170,436,121,500,81119268,480,1
17139,17139,0,0,39652,55,396,121,500,17626467,480,1
17140,17140,0,0,146493,51,631,121,500,17217928,480,1
17141,17141,0,0,106604,85,543,121,500,15939485,480,1
17142,17142,0,0,42057,170,401,121,500,22580738,480,1
17143,17143,0,0,31058,5,377,121,500,3703859,480,1
17144,17144,0,0,53705,42,427,121,500,59248082,480,1
17145,17145,0,0,85502,68,497,121,500,36058441,480,1
17146,17146,0,0,16814,489,346,121,500,12537851,480,1
17147,17147,0,0,22140,78,358,121,500,9481927,480,1
17148,17148,0,0,72523,43,469,121,500,17219235,480,1
17149,17149,0,0,234037,207,824,121,500,36020576,480,1
17150,17150,0,0,76496,26,477,121,500,2443189,480,1
17151,17151,0,0,34178,2,384,121,500,6050545,480,1
17152,17152,0,0,105062,98,540,121,500,14711441,480,1
17153,17153,0,0,22312,1,358,121,500,100213216,480,1
17154,17154,0,0,17185,61,347,121,500,15323009,480,1
17155,17155,0,0,41622,131,401,121,500,6876519,480,1
17156,17156,0,0,12423,75,337,121,500,47273060,480,1
17157,17157,0,0,31845,97,380,121,500,1093265,480,1
17158,17158,0,0,77700,171,481,121,500,5673596,480,1
17159,17159,0,0,51766,162,424,121,500,18559677,480,1
17160,17160,0,0,61265,195,445,121,500,706170,480,1
17161,17161,0,0,99905,103,530,121,500,9457808,480,1
17162,17162,0,0,95405,27,520,121,500,31286395,480,1
17163,17163,0,0,110915,0,554,121,500,14701434,480,0
17164,17164,0,0,66399,0,456,121,500,19591489,480,0
17165,17165,0,0,21330,0,357,121,500,36403793,480,0
17166,17166,0,0,7557,0,327,121,500,29490250,480,0
17167,17167,0,0,1489,0,314,121,500,41496744,480,0
17168,17168,0,0,3143,0,318,121,500,22458571,480,0
17169,17169,0,0,1161,0,314,121,500,6385578,480,0
17170,17170,0,0,4635,0,322,121,500,3168794,480,0
17171,17171,0,0,1292,0,315,121,500,344527,480,0
17172,17172,0,0,-1148,0,310,121,500,1456740,480,0
17173,17173,0,0,-4048,0,304,121,500,-63382,480,0
17174,17174,0,0,-3314,0,306,121,500,2026885,480,0
17175,17175,0,0,2427,0,319,121,500,298053,480,0
17176,17176,0,0,-3649,0,306,121,500,-204597,480,0
17177,17177,0,0,-3823,0,306,121,500,-1564992,480,0
17178,17178,0,0,9653,0,336,121,500,-1479075,480,0
17179,17179,0,0,2229,0,320,121,500,1727099,480,0
17180,17180,0,0,-2936,0,309,121,500,-1690263,480,0
17181,17181,0,0,988,0,318,121,500,-2234414,480,0
17182,17182,0,0,826,0,318,121,500,4654162,480,0
17183,17183,0,0,-2066,0,312,121,500,378663,480,0
17184,17184,0,0,-4054,0,308,121,500,-1460051,480,0
17185,17185,0,0,2144,0,322,121,500,666281,480,0
17186,17186,0,0,8356,0,336,121,500,423682,480,0
17187,17187,0,0,9577,0,339,121,500,-623770,480,0
17188,17188,0,0,-4669,0,308,121,500,-1798528,480,0
17189,17189,0,0,164,0,319,121,500,610568,480,0
17190,17190,0,0,-4092,0,310,121,500,2928175,480,0
17191,17191,0,0,-3807,0,311,121,500,4198125,480,0
17192,17192,0,0,1484,0,323,121,500,-2895566,480,0
17193,17193,0,0,-2768,0,314,121,500,1037649,480,0
17194,17194,0,0,5711,66,333,121,500,-1788026,480,1
17195,17195,0,0,-5356,3,309,121,500,-1508960,480,1
17196,17196,0,0,11308,176,346,121,500,1101814,480,1
17197,17197,0,0,35289,306,399,121,500,-1865306,480,1
17198,17198,0,0,21103,452,368,121,500,3755208,480,1
17199,17199,0,0,103346,223,549,121,500,-3775856,480,1
17200,17200,0,0,183950,33,726,121,500,4197590,480,1
17201,17201,0,0,249716,106,870,121,500,15803673,480,1
